"Sequence",0,1,2
"359159_Nonomuraea_candida-Streptosporangiales",1.140149,4.8387604,-0.98906016
"1266600_Glaciihabitans_tibetensis-Micrococcales",-0.95003664,4.0677238,2.6816726
"682979_Microlunatus_parietis-Propionibacteriales",0.86721647,2.5718672,2.4056873
"1120938_Actinomadura_flavalba-Streptosporangiales",0.9869041,4.3814774,-0.29654837
"2762209_Microbacterium_gallinarum-Micrococcales",-1.0260869,3.9433272,2.94321
"255205_Pseudoclavibacter_helvolus-Micrococcales",-1.0012509,3.4376118,3.0379388
"2602069_Serinicoccus_kebangsaanensis-Micrococcales",-0.458974,1.4247681,4.4716787
"979746_Gulosibacter_chungangensis-Micrococcales",-0.6682848,2.9948022,3.229019
"2080750_Corynebacterium_senegalense-Corynebacteriales",-0.16080153,-0.4930117,1.6156954
"2795733_Qaidamihabitans_albus-Pseudonocardiales",0.2412306,0.9578129,-0.61292243
"285568_Streptomyces_bungoensis-Streptomycetales",4.697044,0.55796677,3.0001254
"2802976_Actinoplanes_lichenicola-Micromonosporales",0.28659964,3.7000635,-0.3005426
"66904_Streptomyces_roseolilacinus-Streptomycetales",4.33842,0.7389748,3.2251549
"89050_Streptomyces_yeochonensis-Streptomycetales",3.981394,0.77803135,2.6325529
"2306021_Serinicoccus_sediminis-Micrococcales",-0.55545473,1.5651789,4.38442
"2565933_Naasia_lichenicola-Micrococcales",-0.9688412,3.7903621,2.6513171
"2741721_Nonomuraea_montanisoli-Streptosporangiales",1.224447,4.760066,-0.9213276
"103838_Nonomuraea_turkmeniaca-Streptosporangiales",1.1381571,4.770301,-0.99220014
"66898_Streptomyces_griseostramineus-Streptomycetales",4.668792,0.5845724,3.061909
"857427_Microbacterium_hydrothermale-Micrococcales",-1.2477326,4.111656,2.6778748
"2670374_Jiangella_anatolica-Jiangellales",0.47254837,2.2612276,3.0867434
"92743_Streptomyces_paromomycinus-Streptomycetales",4.2193284,0.9356637,2.210015
"38302_Corynebacterium_mycetoides-Corynebacteriales",-0.27866364,-0.6078017,1.4546854
"187982_Amycolatopsis_palatopharyngis-Pseudonocardiales",0.19891572,0.882129,-0.66860056
"184882_Knoellia_subterranea-Micrococcales",-0.40153372,1.1687977,4.8788013
"2109647_Rothia_nasisuis-Micrococcales",-0.8264377,2.8783724,3.0123827
"1522368_Modestobacter_caceresii-Geodermatophilales",0.95807016,2.2997036,0.76848125
"63959_Demetria_terragena-Micrococcales",-0.54302025,1.5490923,4.561684
"109329_Nocardiopsis_trehalosi-Streptosporangiales",1.3900594,3.2280571,0.2376523
"2040280_Marmoricola_endophyticus-Propionibacteriales",-0.32132375,1.6045427,4.483376
"1392758_Rhizocola_hellebori-Micromonosporales",0.2748608,3.310795,0.33398604
"2164074_Nakamurella_deserti-Nakamurellales",0.51857585,0.85188067,0.21909428
"225325_Nesterenkonia_halotolerans-Micrococcales",-0.24980211,3.6179202,2.4754574
"68276_Streptomyces_torulosus-Streptomycetales",4.778717,0.58393985,3.0173717
"71253_Arthrobacter_rhombi-Micrococcales",-0.40612578,3.485963,2.7693644
"28445_Mycobacterium_intermedium-Corynebacteriales",-0.8888073,-3.1646461,1.2155236
"2605988_Nocardiopsis_deserti-Streptosporangiales",1.1339408,3.149463,0.15208077
"1280637_Saccharothrix_carnea-Pseudonocardiales",0.21134639,0.4085578,-0.25444865
"2497878_Nocardioides_guangzhouensis-Propionibacteriales",-0.12625313,1.6246154,4.8648114
"260086_Pseudonocardia_ammonioxydans-Pseudonocardiales",0.06816882,0.50715214,-0.26997828
"2650774_Bifidobacterium_leontopitheci-Bifidobacteriales",-1.3032744,-1.060601,6.8463397
"92442_Arthrobacter_psychrolactophilus-Micrococcales",0.07244372,2.9829242,3.0442345
"2681388_Streptomyces_otsuchiensis-Streptomycetales",3.6831813,1.408148,2.7120256
"1794944_Flexivirga_oryzae-Micrococcales",-0.40831423,1.1841925,4.7316294
"361854_Bifidobacterium_parmae-Bifidobacteriales",-1.327069,-1.2183657,6.929361
"1292373_Cutibacterium_granulosum-Propionibacteriales",0.41239646,2.5643744,2.038304
"1070870_Geodermatophilus_nigrescens-Geodermatophilales",0.85907406,2.2234368,0.72822523
"236068_Kribbella_jejuensis-Propionibacteriales",1.1033591,2.2620602,2.3490775
"756689_Nocardia_amikacinitolerans-Corynebacteriales",-0.6325526,-0.12680018,-0.2750876
"1124743_Kribbella_soli-Propionibacteriales",1.2212608,2.273785,2.3194468
"1305739_Mycobacterium_orygis-Corynebacteriales",-0.82137,-3.131815,1.1838998
"518643_Bifidobacterium_mongoliense-Bifidobacteriales",-1.1531587,-0.94183207,6.6563425
"312285_Trueperella_bialowiezensis-Actinomycetales",-0.20374954,1.443688,4.222582
"526067_Haloglycomyces_albus-Glycomycetales",0.19934231,2.1347446,0.746084
"2086576_Microbacterium_timonense-Micrococcales",-0.9953296,3.8861299,2.9688988
"661399_Streptomyces_caeruleatus-Streptomycetales",4.7541957,0.49053892,3.0527906
"2172043_Bifidobacterium_tibiigranuli-Bifidobacteriales",-1.2872987,-0.9721023,6.5651712
"627089_Mycobacterium_simulans-Corynebacteriales",-0.92137897,-3.2366414,1.2043945
"748907_Arthrobacter_cryoconiti-Micrococcales",-0.20397103,3.1456022,2.8643396
"1436010_Nesterenkonia_aurantiaca-Micrococcales",-0.3674091,3.561263,2.49839
"480036_Nocardia_blacklockiae-Corynebacteriales",-0.7761687,-1.1925278,0.28765082
"1743262_Pseudactinotalea_terrae-Micrococcales",-0.5152242,1.8147154,3.8540862
"113563_Actinoplanes_durhamensis-Micromonosporales",0.17361367,3.2001235,0.096174
"1921764_Boudabousia_liubingyangii-Actinomycetales",-0.3018074,1.408565,4.5201516
"2162698_Mycobacterium_uberis-Corynebacteriales",-0.8328054,-2.8323143,1.0205233
"88376_Agromyces_bracchium-Micrococcales",-1.2722003,4.218848,2.4907613
"53372_Pilimelia_terevasa-Micromonosporales",0.5474225,3.0252821,0.59607005
"272919_Nesterenkonia_lutea-Micrococcales",-0.32539082,3.577738,2.515727
"2048551_Mycobacterium_neumannii-Corynebacteriales",-0.6430192,-2.0825982,0.36715698
"415217_Microbacterium_lacus-Micrococcales",-1.1417286,3.9990754,2.6997929
"2498850_Labedella_populi-Micrococcales",-1.0227329,3.862562,2.765235
"2905831_Pseudonocardia_terrae-Pseudonocardiales",-0.046061456,0.81459105,-0.40063167
"1448266_Corynebacterium_tapiri-Corynebacteriales",-0.08004576,-0.4526868,1.2961127
"1852372_Varibaculum_massiliense-Actinomycetales",-0.6042062,1.3391249,4.4159946
"2341080_Mycobacterium_pseudokansasii-Corynebacteriales",-0.90369904,-3.2947202,1.3069338
"416568_Aeromicrobium_flavum-Propionibacteriales",-0.42502403,2.0444112,4.2346473
"1582364_Demequina_activiva-Micrococcales",-0.6417886,1.9097494,3.7983892
"2576308_Nakamurella_flava-Nakamurellales",0.5385792,1.5172104,-0.020940542
"200379_Lentzea_flaviverrucosa-Pseudonocardiales",0.14741683,0.42115247,-0.11120129
"1678900_Mumia_xiangluensis-Propionibacteriales",-0.1803546,2.0288172,4.160017
"526729_Krasilnikoviella_flava-Micrococcales",-0.5240073,1.1044992,4.9623513
"1182754_Cutibacterium_modestum-Propionibacteriales",0.5363873,2.8626306,2.0762107
"664692_Amycolatopsis_pithecellobii-Pseudonocardiales",0.09374654,0.8457854,-0.50475097
"272240_Gulosibacter_faecalis-Micrococcales",-0.9342108,3.1588905,3.1072168
"995039_Cryobacterium_melibiosiphilum-Micrococcales",-0.8650701,3.716495,2.748288
"1440053_Streptomyces_scopuliridis-Streptomycetales",4.6529684,0.34290487,3.0872965
"1790_Mycobacterium_asiaticum-Corynebacteriales",-0.8410139,-3.1314616,1.1875209
"1300267_Streptomyces_zhaozhouensis-Streptomycetales",3.443668,1.524596,2.682553
"1081040_Microbacterium_murale-Micrococcales",-1.1139358,4.039813,2.6745422
"1751298_Mangrovihabitans_endophyticus-Micromonosporales",0.3027997,3.1643896,0.14688444
"1909423_Cellulomonas_citrea-Micrococcales",-0.73076093,1.9696214,4.300707
"299618_Nocardia_lijiangensis-Corynebacteriales",-0.62934554,-0.1117242,-0.28623533
"1751_Acidipropionibacterium_thoenii-Propionibacteriales",0.41732216,2.318183,2.2383404
"256701_Glutamicibacter_arilaitensis-Micrococcales",-0.57218134,3.2602863,2.6894853
"2600619_Streptomyces_arboris-Streptomycetales",4.884794,0.5760705,2.994647
"57043_Microbacterium_esteraromaticum-Micrococcales",-1.215945,4.0306225,2.6305196
"1123357_Tessaracoccus_bendigoensis-Propionibacteriales",0.066954434,3.1546748,1.6594467
"416017_Kribbella_aluminosa-Propionibacteriales",1.1757426,2.2258964,2.3565626
"1658_Actinomyces_bovis-Actinomycetales",-0.5010135,1.3680558,4.4792376
"2864873_Ornithinimicrobium_laminariae-Micrococcales",-0.047512412,2.814067,2.4048247
"35619_Streptomyces_griseoflavus-Streptomycetales",4.570405,0.8285178,3.310449
"2733572_Isoptericola_sediminis-Micrococcales",-0.7366067,1.3838184,4.7058606
"1257004_Leucobacter_zeae-Micrococcales",-1.3112817,3.7001894,2.4003384
"463191_Streptomyces_sviceus-Streptomycetales",4.8228354,0.53593063,3.0088308
"2750996_Bifidobacterium_apousia-Bifidobacteriales",-1.2435207,0.018378556,5.6609106
"943816_Streptomyces_qinglanensis-Streptomycetales",3.876064,1.2157297,2.914328
"37333_Nocardia_transvalensis-Corynebacteriales",-0.6510805,0.08562899,-0.17237759
"1001240_Cryobacterium_roopkundense-Micrococcales",-0.88183784,3.7820299,2.9008548
"2138300_Nocardioides_gansuensis-Propionibacteriales",-0.28229785,1.5927284,4.8056145
"1565415_Streptomyces_xiaopingdaonensis-Streptomycetales",3.3843565,1.4066203,2.6812263
"2820289_Microbacterium_stercoris-Micrococcales",-0.9231564,3.7783806,2.9055963
"1961_Streptomyces_virginiae-Streptomycetales",4.370056,1.0818832,3.0215476
"33878_Agromyces_cerinus-Micrococcales",-1.055461,3.9138951,2.7240381
"1431344_Streptomyces_bohaiensis-Streptomycetales",3.6038992,1.5088218,2.6580722
"1564160_Geodermatophilus_bullaregiensis-Geodermatophilales",0.9973786,2.1688833,0.9213526
"1280376_Spelaeicoccus_albus-Micrococcales",-0.4137627,3.2350118,2.7261982
"264148_Millisia_brevis-Corynebacteriales",-0.4031633,-1.4611657,0.58428717
"219301_Brachybacterium_muris-Micrococcales",-0.93005514,1.528414,4.4342384
"150123_Plantibacter_flavus-Micrococcales",-1.0683742,3.9928217,2.577622
"341722_Agrococcus_lahaulensis-Micrococcales",-0.5481323,3.4430857,2.5749238
"300020_Microbacterium_maritypicum-Micrococcales",-1.237895,3.9532876,2.691925
"223184_Kocuria_marina-Micrococcales",-0.5396184,3.4840672,2.903604
"1172621_Conyzicola_lurida-Micrococcales",-0.94987893,4.013316,2.6824405
"228601_Nocardia_pneumoniae-Corynebacteriales",-0.5945474,-0.1935147,-0.2046225
"256035_Glycomyces_arizonensis-Glycomycetales",0.2842726,2.006016,0.60495186
"2773713_Microbacterium_helvum-Micrococcales",-1.0145286,4.075084,2.8777719
"310780_Streptomyces_rubidus-Streptomycetales",3.9736807,0.7902074,2.6571746
"442954_Knoellia_aerolata-Micrococcales",-0.56439936,1.0663347,4.8108425
"257454_Paeniglutamicibacter_psychrophenolicus-Micrococcales",-0.36954153,3.6812022,2.3944721
"1347891_Naumannella_cuiyingiana-Propionibacteriales",0.117957234,3.1123414,2.2570925
"1427523_Tessaracoccus_lapidicaptus-Propionibacteriales",0.26480198,2.3394728,2.3074715
"67322_Streptomyces_malachitofuscus-Streptomycetales",4.8862715,0.5134806,3.0825107
"700599_Streptomyces_lonarensis-Streptomycetales",3.627278,1.5021784,2.6845636
"944491_Amycolatopsis_ruanii-Pseudonocardiales",-0.04909748,0.9979717,-0.56604457
"208445_Amycolatopsis_tolypomycina-Pseudonocardiales",0.2803902,0.8975985,-0.6036737
"2592811_Mycobacterium_helveticum-Corynebacteriales",-0.9134841,-3.0492923,1.0210673
"995037_Cryobacterium_aureum-Micrococcales",-0.92328715,3.7159095,2.8125885
"1150599_Mycolicibacterium_phlei-Corynebacteriales",-0.60086346,-0.30148745,-0.1908288
"1933_Streptoalloteichus_tenebrarius-Pseudonocardiales",0.5392624,0.62592685,-0.27522874
"2047744_Nonomuraea_glycinis-Streptosporangiales",1.1389279,4.760203,-0.93226695
"1736691_Aeromicrobium_choanae-Propionibacteriales",-0.3285066,1.9739411,4.383606
"1335619_Mycolicibacterium_brumae-Corynebacteriales",-0.72649455,-1.9939721,0.39754438
"659824_Mycolicibacterium_hippocampi-Corynebacteriales",-0.7433263,-1.9740367,0.5112891
"2547244_Amycolatopsis_alkalitolerans-Pseudonocardiales",0.096037924,0.8569992,-0.3869183
"1273_Micrococcus_lylae-Micrococcales",-0.5939146,2.3847702,3.0110657
"670052_Cryobacterium_arcticum-Micrococcales",-0.7265848,3.840392,2.767721
"1069073_Haloechinothrix_halophila-Pseudonocardiales",0.16910166,0.457546,-0.17307138
"67355_Streptomyces_recifensis-Streptomycetales",4.3083777,0.8451025,3.304496
"579446_Isoptericola_chiayiensis-Micrococcales",-0.5551815,1.2443199,4.735526
"1804630_Microbacterium_faecale-Micrococcales",-0.75607157,3.0753527,2.9859226
"2773677_Aestuariimicrobium_ganziense-Propionibacteriales",-0.4788289,2.095034,4.030306
"1432564_Brachybacterium_aquaticum-Micrococcales",-1.1069291,1.5961689,4.163134
"42233_Spirilliplanes_yamanashiensis-Micromonosporales",0.30642456,3.4737027,-0.0373559
"208443_Amycolatopsis_balhimycina-Pseudonocardiales",0.29904842,0.8038599,-0.5671947
"68187_Streptomyces_cirratus-Streptomycetales",4.36455,1.0461459,3.0090768
"141692_Nocardiopsis_halophila-Streptosporangiales",1.234808,3.218553,0.19562864
"33879_Agromyces_ramosus-Micrococcales",-1.0932368,4.1720743,2.482753
"446787_Actinopolymorpha_rutila-Propionibacteriales",0.80655426,2.544241,2.653631
"1869_Actinoplanes_utahensis-Micromonosporales",0.32849514,3.2616537,0.032254457
"205941_Salinibacterium_amurskyense-Micrococcales",-0.88777065,3.4748294,2.6123118
"76637_Mycetocola_lacteus-Micrococcales",-1.0471548,3.6261919,2.823437
"58109_Actinocorallia_herbida-Streptosporangiales",0.7821412,3.582287,0.0012943745
"1798157_Bifidobacterium_avesanii-Bifidobacteriales",-1.4691164,-0.93117344,6.575973
"487732_Corynebacterium_ulceribovis-Corynebacteriales",-0.11840284,-0.8812498,1.071391
"2594790_Lacisediminihabitans_profunda-Micrococcales",-1.0167102,3.8778148,2.6234965
"1461025_Kocuria_coralli-Micrococcales",-0.37243295,3.0036707,2.941283
"1463632_Nesterenkonia_sedimenti-Micrococcales",-0.5050713,2.6358109,3.1993527
"36740_Dermabacter_hominis-Micrococcales",-0.90683997,1.68557,4.2842875
"38286_Corynebacterium_afermentans-Corynebacteriales",-0.24313009,-0.58028245,1.4460478
"398843_Rhodococcus_kyotonensis-Corynebacteriales",-0.5656588,-1.7018874,0.43384027
"115335_Actinomadura_rubrobrunea-Streptosporangiales",1.2198248,4.0944777,-0.25413847
"676201_Miniimonas_arenae-Micrococcales",-0.587587,2.5659828,3.3755856
"193461_Streptomyces_aureus-Streptomycetales",4.4979696,0.8066978,3.3608909
"227319_Corynebacterium_ciconiae-Corynebacteriales",-0.35312164,-0.618175,1.2204894
"1424661_Cryobacterium_luteum-Micrococcales",-0.9065987,3.7067459,2.7949824
"2306973_Bifidobacterium_callimiconis-Bifidobacteriales",-1.1612263,-0.37536335,6.2291713
"287986_Amycolatopsis_rifamycinica-Pseudonocardiales",0.170344,0.81681484,-0.6314006
"1769422_Galliscardovia_ingluviei-Bifidobacteriales",-1.4435272,-0.8379886,6.679228
"2736643_Nocardia_barduliensis-Corynebacteriales",-0.5879885,-0.20202339,-0.22013283
"1783_Mycobacterium_scrofulaceum-Corynebacteriales",-0.7085992,-3.12294,1.2399731
"429133_Modestobacter_versicolor-Geodermatophilales",0.9719072,2.300602,0.7804587
"1841_Nocardioides_albus-Propionibacteriales",-0.5014943,1.5678959,4.7715235
"2666047_Ornithinimicrobium_cavernae-Micrococcales",-0.4969648,1.3076289,4.5801096
"150122_Curtobacterium_herbarum-Micrococcales",-1.0153844,3.728614,2.730985
"910347_Streptomyces_aidingensis-Streptomycetales",3.4354239,1.3908336,2.9538834
"300560_Isoptericola_halotolerans-Micrococcales",-0.4809358,1.2103858,4.82935
"68272_Streptomyces_sulfonofaciens-Streptomycetales",4.3293324,0.5767988,2.8519316
"1712_Cellulomonas_gelida-Micrococcales",-0.122057736,1.9272999,4.227216
"2697029_Streptomyces_harenosi-Streptomycetales",4.4236994,0.9845183,3.2156425
"100469_Schaalia_canis-Actinomycetales",-0.3169701,1.4370728,4.476777
"1954_Streptomyces_brasiliensis-Streptomycetales",4.838685,0.5596936,2.933424
"1291555_Nonomuraea_guangzhouensis-Streptosporangiales",1.3918995,4.6000566,-0.88851595
"67369_Streptomyces_toxytricini-Streptomycetales",4.291649,0.92767876,3.2057347
"2486026_Cryobacterium_tepidiphilum-Micrococcales",-0.7472683,3.6079993,2.8872643
"1255578_Micrococcus_luteus-Micrococcales",-0.51899683,2.4374502,2.9069743
"33884_Microbacterium_imperiale-Micrococcales",-1.1280432,4.0759068,2.8148518
"2483351_Actinomadura_harenae-Streptosporangiales",1.1983296,4.2252817,-0.113918304
"2607497_Actinotalea_subterranea-Micrococcales",-0.44823098,2.5500183,3.3800087
"253184_Myceligenerans_xiligouense-Micrococcales",-0.8542057,1.1845832,4.702444
"1927124_Mycobacterium_aquaticum-Corynebacteriales",-0.7451941,-2.0859072,0.5047736
"441501_Corynebacterium_massiliense-Corynebacteriales",-0.2730595,-0.47635686,1.4238563
"1500077_Streptomyces_lacrimifluminis-Streptomycetales",4.722803,0.6479991,2.9637234
"1036182_Actinoplanes_atraurantiacus-Micromonosporales",0.14948666,3.2678413,0.109808445
"640635_Microbacterium_humi-Micrococcales",-0.89813185,3.7628732,2.808618
"508464_Nocardia_mikamii-Corynebacteriales",-0.7372881,-1.6103663,0.4541943
"664784_Haloechinothrix_alba-Pseudonocardiales",0.1685077,0.922781,-0.42205834
"1822_Nocardia_vaccinii-Corynebacteriales",-0.64075005,-1.5897374,0.5269611
"1285193_Zhihengliuella_flava-Micrococcales",-0.41474056,3.4207659,2.8137767
"2071633_Cellulomonas_algicola-Micrococcales",-0.21460867,1.9331034,4.0895514
"2762227_Oerskovia_merdavium-Micrococcales",-0.62816477,2.5104413,3.5729828
"1046556_Nocardioides_daejeonensis-Propionibacteriales",-0.21208763,1.3787744,4.817487
"1377993_Streptomyces_hyaluromycini-Streptomycetales",4.7162066,0.6073018,2.9320593
"1709_Cellulomonas_biazotea-Micrococcales",-0.25540507,2.0990274,4.039945
"2724944_Arthrobacter_mobilis-Micrococcales",-0.51118004,3.864659,2.3743482
"1963_Streptomyces_olivochromogenes-Streptomycetales",4.8793154,0.5624343,3.0237176
"1818004_Streptomyces_zhihengii-Streptomycetales",4.52042,0.83615774,3.3069303
"392828_Actinomadura_chibensis-Streptosporangiales",1.121989,4.4336877,-0.3245361
"1650571_Streptomyces_pathocidini-Streptomycetales",4.1703196,0.8783683,2.2883453
"746033_Piscicoccus_intestinalis-Micrococcales",0.3795859,2.6320379,2.9476578
"2761101_Nocardioides_luti-Propionibacteriales",-0.3166504,1.5667115,4.853656
"33007_Winkia_neuii-Actinomycetales",-0.3119651,1.5676532,4.161955
"676199_Demequina_oxidasica-Micrococcales",-0.7630174,1.6574779,3.993179
"1045773_Arthrobacter_cupressi-Micrococcales",-0.45378125,3.2176635,2.9969149
"882444_Amycolatopsis_magusensis-Pseudonocardiales",0.039528906,0.94531024,-0.68979406
"2569853_Streptomyces_taklimakanensis-Streptomycetales",3.99352,1.246383,2.996071
"2851010_Leucobacter_chinensis-Micrococcales",-1.0669296,3.4151168,2.6895542
"374514_Nocardioides_marinus-Propionibacteriales",-0.41008174,2.124144,4.445348
"1529066_Arthrobacter_echini-Micrococcales",-0.32076252,3.1959615,2.699233
"114698_Streptomyces_javensis-Streptomycetales",4.1219845,0.71242046,2.352746
"630975_Pseudonocardia_kunmingensis-Pseudonocardiales",0.07585192,0.637548,-0.44452214
"935864_Micrococcus_luteus-Micrococcales",-0.4745947,2.3678553,2.8988519
"993414_Naumannella_halotolerans-Propionibacteriales",0.24209344,2.6961246,2.432146
"638617_Bifidobacterium_bohemicum-Bifidobacteriales",-1.3172302,-0.61228585,6.4084473
"384677_Ornithinimicrobium_pekingense-Micrococcales",-0.5109502,1.2590504,4.1921616
"2490545_Bifidobacterium_jacchi-Bifidobacteriales",-1.2847142,-1.2481172,6.9812927
"1391911_Micrococcus_aloeverae-Micrococcales",-0.5309293,2.466226,2.9221444
"571190_Saccharothrix_saharensis-Pseudonocardiales",0.14777386,0.3884434,-0.20966744
"1904_Streptomyces_cyaneus-Streptomycetales",4.838336,0.5256014,2.937404
"281714_Nocardioides_alkalitolerans-Propionibacteriales",-0.33509576,1.5850198,4.532753
"441500_Corynebacterium_timonense-Corynebacteriales",-0.30424833,-0.33384347,1.4295291
"1125717_Schaalia_georgiae-Actinomycetales",-0.41467226,1.5966854,4.5012145
"1144553_Nonomuraea_solani-Streptosporangiales",1.1752067,4.8426867,-1.0336494
